1378048380;68
1378048680;69
1378048980;68
1378049280;72
1378049580;70
1378049880;68
1378050180;69
1378050480;68
1378050780;70
1378051080;74
1378051380;76
1378051680;78
1378051980;79
1378052280;77
1378052580;68
1378052880;69
1378053180;69
1378053480;68
1378053780;68
1378054080;68
1378054380;68
1378054680;68
1378054980;68
1378055280;72
1378055580;72
1378055880;72
1378056180;72
1378056480;72
1378056780;72
1378057080;74
1378057380;74
1378057680;77
1378057980;81
1378058280;80
1378058580;81
1378058880;82
1378059180;82
1378059480;81
1378059780;83
1378060080;83
1378060380;84
1378060680;84
1378060980;68
1378061280;67
1378061580;67
1378061880;67
1378062180;67
1378062480;67
1378062780;67
1378063080;67
1378063380;67
1378063680;69
1378063980;69
1378064280;69
1378064580;69
1378064880;69
1378065180;69
1378065480;69
1378065780;69
1378066080;69
1378066380;69
1378066680;69
1378066980;69
1378067280;70
1378067580;69
1378067880;69
1378068180;70
1378068480;70
1378068780;72
1378069080;73
1378069380;74
1378069680;74
1378069980;74
1378070280;74
1378070580;74
1378108080;73
1378108380;74
1378108680;74
1378108980;73
1378109280;73
1378109580;73
1378109880;72
1378110180;73
1378115220;73
1378115520;73
1378115820;74
1378116120;74
1378116420;73
1378116720;74
1378117020;73
1378117320;74
1378117620;74
1378117920;74
1378118220;74
1378118520;74
1378118820;74
1378119120;74
1378119420;74
1378119720;74
1378120020;74
1378120320;74
1378120620;75
1378120920;76
1378121220;77
1378121520;77
1378121820;77
1378122120;78
1378122420;78
1378122720;78
1378123020;78
1378123320;78
1378123620;78
1378123920;78
1378124220;78
1378124520;78
1378124820;78
1378125120;78
1378125420;74
1378125720;74
1378126020;75
1378126320;76
1378126620;77
1378126920;77
1378127220;77
1378127520;78
1378127820;76
1378134360;76
1378134660;77
1378134960;77
1378135260;77
1378135560;77
1378135860;77
1378136160;77
1378136460;77
1378136760;77
1378137060;77
1378137360;77
1378137660;76
1378137960;76
1378138260;77
1378138560;76
1378138860;76
1378139160;77
1378139460;77
1378139760;77
1378140060;77
1378146300;77
1378146600;77
1378146900;77
1378147200;77
1378147500;77
1378147800;77
1378148100;77
1378148400;77
1378148700;77
1378149000;77
1378149300;77
1378149600;77
1378151700;77
1378152000;78
1378152300;78
1378152600;78
1378152900;78
1378153200;78
1378153500;78
1378153800;78
1378154100;78
1378154400;78
1378154700;78
1378155000;78
1378155300;78
1378155600;78
1378155900;78
1378156200;78
1378156500;78
1378156800;78
1378159500;79
1378159800;79
1378160100;79
1378160400;79
1378160700;79
1378161000;79
1378161300;80
1378193400;82
1378193700;80
1378194000;80
1378194300;80
1378196940;80
1378197240;80
1378197540;80
1378197840;80
1378198140;80
1378198440;80
1378198740;78
1378199040;79
1378199340;79
1378199640;80
1378199940;80
1378200240;80
1378200540;79
1378200840;79
1378201140;81
1378201440;80
1378201740;81
1378202040;81
1378202340;80
1378202640;77
1378202940;77
1378203240;78
1378203540;77
1378203840;77
1378204140;77
1378204440;77
1378204740;78
1378205040;78
1378205340;78
1378205640;78
1378205940;78
1378206240;78
1378206540;78
1378206840;78
1378207140;78
